Epoch,Loss_mean_Dev,Loss_mean_Train,Model,Optimizer,Learning_Rate,Train_Size
3,0.3,0.29,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Adamax,0.05,10000
4,0.28,0.24,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Adamax,0.05,10000
5,0.28,0.22,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Adamax,0.05,10000
6,0.23,0.2,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Adamax,0.05,10000
7,0.21,0.19,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Adamax,0.05,10000
8,0.21,0.18,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Adamax,0.05,10000
9,0.23,0.17,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Adamax,0.05,10000
10,0.23,0.18,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Adamax,0.05,10000
11,0.21,0.17,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Adamax,0.05,10000
12,0.21,0.15,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Adamax,0.05,10000
13,0.19,0.15,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Adamax,0.05,10000
14,0.2,0.14,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Adamax,0.05,10000
15,0.22,0.14,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Adamax,0.05,10000
16,0.22,0.14,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Adamax,0.05,10000
17,0.18,0.14,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Adamax,0.05,10000
18,0.18,0.13,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Adamax,0.05,10000
19,0.18,0.12,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Adamax,0.05,10000
20,0.17,0.13,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Adamax,0.05,10000
21,0.17,0.13,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Adamax,0.05,10000
22,0.17,0.13,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Adamax,0.05,10000
23,0.2,0.13,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Adamax,0.05,10000
24,0.18,0.12,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Adamax,0.05,10000
25,0.18,0.11,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Adamax,0.05,10000
1,2.02,46.93,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",NAdam,0.05,10000
2,1.01,0.79,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",NAdam,0.05,10000
3,0.79,0.55,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",NAdam,0.05,10000
4,1.0,0.42,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",NAdam,0.05,10000
5,0.66,0.38,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",NAdam,0.05,10000
6,0.63,0.35,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",NAdam,0.05,10000
7,0.52,0.28,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",NAdam,0.05,10000
8,0.57,0.26,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",NAdam,0.05,10000
9,0.46,0.22,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",NAdam,0.05,10000
10,0.43,0.21,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",NAdam,0.05,10000
11,0.38,0.19,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",NAdam,0.05,10000
12,0.4,0.18,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",NAdam,0.05,10000
13,0.39,0.17,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",NAdam,0.05,10000
14,0.35,0.15,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",NAdam,0.05,10000
15,0.35,0.13,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",NAdam,0.05,10000
16,0.32,0.14,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",NAdam,0.05,10000
17,0.34,0.12,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",NAdam,0.05,10000
18,0.29,0.12,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",NAdam,0.05,10000
19,0.32,0.1,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",NAdam,0.05,10000
20,0.27,0.11,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",NAdam,0.05,10000
21,0.33,0.1,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",NAdam,0.05,10000
22,0.26,0.09,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",NAdam,0.05,10000
23,0.3,0.09,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",NAdam,0.05,10000
24,0.25,0.09,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",NAdam,0.05,10000
25,0.25,0.08,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",NAdam,0.05,10000
1,0.34,0.63,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RAdam,0.05,10000
2,0.34,0.25,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RAdam,0.05,10000
3,0.27,0.2,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RAdam,0.05,10000
4,0.22,0.17,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RAdam,0.05,10000
5,0.21,0.19,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RAdam,0.05,10000
6,0.36,0.19,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RAdam,0.05,10000
7,0.3,0.19,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RAdam,0.05,10000
8,0.26,0.21,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RAdam,0.05,10000
9,0.24,0.18,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RAdam,0.05,10000
10,0.28,0.2,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RAdam,0.05,10000
11,0.25,0.2,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RAdam,0.05,10000
12,0.3,0.18,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RAdam,0.05,10000
13,0.29,0.19,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RAdam,0.05,10000
14,0.26,0.2,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RAdam,0.05,10000
15,0.32,0.2,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RAdam,0.05,10000
16,0.3,0.2,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RAdam,0.05,10000
17,0.29,0.2,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RAdam,0.05,10000
18,0.26,0.19,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RAdam,0.05,10000
19,0.3,0.21,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RAdam,0.05,10000
20,0.28,0.19,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RAdam,0.05,10000
21,0.27,0.17,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RAdam,0.05,10000
22,0.29,0.21,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RAdam,0.05,10000
23,0.28,0.2,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RAdam,0.05,10000
24,0.27,0.19,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RAdam,0.05,10000
25,0.28,0.19,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RAdam,0.05,10000
1,2.3,4.85,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RMSprop,0.05,10000
2,2.31,2.29,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RMSprop,0.05,10000
3,2.31,2.29,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RMSprop,0.05,10000
4,2.31,2.29,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RMSprop,0.05,10000
5,2.3,2.29,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RMSprop,0.05,10000
6,2.3,2.29,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RMSprop,0.05,10000
7,2.31,2.29,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RMSprop,0.05,10000
8,2.31,2.29,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RMSprop,0.05,10000
9,2.31,2.29,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RMSprop,0.05,10000
10,2.3,2.29,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RMSprop,0.05,10000
11,2.31,2.29,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RMSprop,0.05,10000
12,2.3,2.29,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RMSprop,0.05,10000
13,2.3,2.29,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RMSprop,0.05,10000
14,2.3,2.29,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RMSprop,0.05,10000
15,2.31,2.29,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RMSprop,0.05,10000
16,2.3,2.29,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RMSprop,0.05,10000
17,2.31,2.29,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RMSprop,0.05,10000
18,2.31,2.29,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RMSprop,0.05,10000
19,2.31,2.29,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RMSprop,0.05,10000
20,2.3,2.29,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RMSprop,0.05,10000
21,2.3,2.29,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RMSprop,0.05,10000
22,2.31,2.29,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RMSprop,0.05,10000
23,2.31,2.29,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RMSprop,0.05,10000
24,2.3,2.29,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RMSprop,0.05,10000
25,2.31,2.29,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RMSprop,0.05,10000
1,0.87,0.9,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Rprop,0.05,10000
2,0.9,0.86,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Rprop,0.05,10000
3,0.89,0.81,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Rprop,0.05,10000
4,0.86,0.81,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Rprop,0.05,10000
5,0.91,0.87,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Rprop,0.05,10000
6,0.91,0.86,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Rprop,0.05,10000
7,0.95,0.86,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Rprop,0.05,10000
8,0.91,0.82,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Rprop,0.05,10000
9,0.9,0.88,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Rprop,0.05,10000
10,0.9,0.89,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Rprop,0.05,10000
11,0.93,0.88,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Rprop,0.05,10000
12,0.91,0.82,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Rprop,0.05,10000
13,0.94,0.88,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Rprop,0.05,10000
14,0.93,0.85,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Rprop,0.05,10000
15,0.93,0.91,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Rprop,0.05,10000
